-0.755,0
-0.4175,0
-0.4125,0.078
-0.4075,0.1032
-0.405,0.1268
-0.4,0.1328
-0.395,0.1268
-0.3925,0.1276
-0.3875,0.1024
-0.3825,0.0852
-0.38,0.0788
-0.375,0.0784
-0.37,0.0876
-0.3675,0.0748
-0.3625,0.0872
-0.3575,0.0968
-0.355,0.0868
-0.35,0.0728
-0.345,0.096
-0.3425,0.1004
-0.3375,0.0788
-0.3325,0.0756
-0.33,0.0668
-0.325,0.0388
-0.32,0.01496
-0.3175,0.0456
-0.3125,0.0508
-0.3075,0.0408
-0.305,0.03296
-0.3,0.0456
-0.295,0.0516
-0.2925,0.0592
-0.2875,0.08
-0.2825,0.1116
-0.28,0.136
-0.275,0.1132
-0.27,0.1112
-0.2675,0.152
-0.2625,0.1704
-0.2575,0.152
-0.255,0.1788
-0.25,0.204
-0.24575,0.1892
-0.24175,0.1856
-0.2375,0.2216
-0.23325,0.2212
-0.22925,0.2156
-0.225,0.218
-0.22075,0.244
-0.21675,0.2676
-0.2125,0.2852
-0.20825,0.33
-0.20425,0.3716
-0.2,0.3924
-0.19575,0.416
-0.19175,0.436
-0.1875,0.472
-0.18325,0.484
-0.17925,0.516
-0.175,0.54
-0.17075,0.584
-0.16675,0.616
-0.1625,0.672
-0.15825,0.716
-0.15425,0.748
-0.15,0.804
-0.14575,0.868
-0.14175,0.912
-0.1375,0.972
-0.13325,1.032
-0.12925,1.088
-0.125,1.156
-0.12075,1.2
-0.11675,1.256
-0.1125,1.316
-0.10825,1.372
-0.10425,1.392
-0.1,1.464
-0.09575,1.548
-0.09175,1.636
-0.0875,1.676
-0.08325,1.736
-0.07925,1.796
-0.075,1.852
-0.07075,1.836
-0.06675,1.88
-0.0625,1.916
-0.05825,2
-0.05425,2.056
-0.05,2.164
-0.04575,2.232
-0.04175,2.332
-0.0375,2.368
-0.03325,2.416
-0.02925,2.48
-0.025,2.552
-0.020825,2.6
-0.016675,2.68
-0.0125,2.74
-0.008325,2.788
-0.004175,2.828
0,2.812
0.004175,2.784
0.008325,2.716
0.0125,2.624
0.016675,2.492
0.020825,2.48
0.025,2.424
0.02925,2.384
0.03325,2.352
0.0375,2.324
0.04175,2.284
0.04575,2.212
0.05,2.184
0.05425,2.208
0.05825,2.232
0.0625,2.212
0.06675,2.216
0.07075,2.184
0.075,2.156
0.07925,2.152
0.08325,2.128
0.0875,2.108
0.09175,2.132
0.09575,2.06
0.1,2.012
0.10425,1.964
0.10825,1.92
0.1125,1.868
0.11675,1.836
0.12075,1.784
0.125,1.72
0.12925,1.66
0.13325,1.608
0.1375,1.552
0.14175,1.532
0.14575,1.5
0.15,1.488
0.15425,1.452
0.15825,1.428
0.1625,1.424
0.16675,1.452
0.17075,1.456
0.175,1.472
0.17925,1.464
0.18325,1.484
0.1875,1.492
0.19175,1.512
0.19575,1.54
0.2,1.604
0.20425,1.6
0.20825,1.584
0.2125,1.584
0.21675,1.568
0.22075,1.548
0.225,1.532
0.22925,1.528
0.23325,1.496
0.2375,1.484
0.24175,1.46
0.24575,1.424
0.25,1.416
0.255,1.424
0.2575,1.408
0.2625,1.424
0.2675,1.44
0.27,1.4
0.275,1.396
0.28,1.38
0.2825,1.364
0.2875,1.372
0.2925,1.392
0.295,1.348
0.3,1.308
0.305,1.276
0.3075,1.224
0.3125,1.188
0.3175,1.156
0.32,1.132
0.325,1.08
0.33,1.052
0.3325,0.988
0.3375,0.936
0.3425,0.916
0.345,0.884
0.35,0.832
0.355,0.796
0.3575,0.78
0.3625,0.728
0.3675,0.688
0.37,0.672
0.375,0.644
0.38,0.62
0.3825,0.592
0.3875,0.592
0.3925,0.568
0.395,0.56
0.4,0.528
0.405,0.536
0.4075,0.516
0.4125,0.492
0.4175,0.452
0.42,0.452
0.425,0.424
0.43,0.416
0.4325,0.3796
0.4375,0.392
0.4425,0.3276
0.445,0.3116
0.45,0.2588
0.455,0.2396
0.4575,0.2092
0.4625,0.214
0.4675,0.182
0.47,0.1664
0.475,0.1832
0.48,0.1632
0.4825,0.1368
0.4875,0.1244
0.4925,0.11
0.495,0.082
0.5,0.1128
0.505,0.1572
0.5075,0.1572
0.5125,0.1468
0.5175,0.1536
0.52,0.1028
0.525,0.0536
0.53,0.03996
0.5325,0.0648
0.5375,0.0436
0.5425,0.0472
0.545,0.0544
0.55,0.0508
0.555,0.02604
0.5575,0.01608
0.5625,0.03456
0.5675,0.02152
0.57,0.0264
0.575,0.0484
0.58,0.0848
0.5825,0.074
0.5875,0.0904
0.5925,0.0944
0.595,0.1084
0.6,0.1104
0.605,0.0856
0.6075,0.0928
0.6125,0.108
0.6175,0.0888
0.62,0.0632
0.625,0.0636
0.63,0.0852
0.6325,0.0728
0.6375,0.05
0.6425,0.0512
0.645,0.0616
0.65,0.0516
0.655,0.04
0.6575,0.02912
0.6625,0.02916
0.6675,0.0588
0.67,0.03812
0.675,0.0464
0.68,0.0672
0.6825,0.0748
0.6875,0.0632
0.6925,0.0744
0.695,0.0708
0.7,0.0616
0.705,0.0736
0.7075,0.0788
0.7125,0.0596
0.7175,0.0576
0.72,0.058
0.725,0.01552
0.73,0.002992
0.755,0
